storm_id,storm_name,month,day,hour,year,latitude,longitude,radius_34_ne,radius_34_se,radius_34_sw,radius_34_nw,radius_50_ne,radius_50_se,radius_50_sw,radius_50_nw,radius_64_ne,radius_64_se,radius_64_sw,radius_64_nw
AL0188,ALBERTO,8,5,18,1988,32,77.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0188,ALBERTO,8,6,0,1988,32.8,76.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0188,ALBERTO,8,6,6,1988,34,75.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0188,ALBERTO,8,6,12,1988,35.2,74.6,0,0,0,0,0,0,0,0,0,0,0,0
AL0188,ALBERTO,8,6,18,1988,37,73.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0188,ALBERTO,8,7,0,1988,38.7,72.4,0,0,0,0,0,0,0,0,0,0,0,0
AL0188,ALBERTO,8,7,6,1988,40,70.8,0,0,0,0,0,0,0,0,0,0,0,0
AL0188,ALBERTO,8,7,12,1988,41.5,69,100,100,50,50,0,0,0,0,0,0,0,0
AL0188,ALBERTO,8,7,18,1988,43,67.5,100,100,50,50,0,0,0,0,0,0,0,0
AL0188,ALBERTO,8,8,0,1988,45,65.5,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0188,ALBERTO,8,8,6,1988,47,63,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0188,ALBERTO,8,8,12,1988,49,60,0,0,0,0,0,0,0,0,0,0,0,0
AL0188,ALBERTO,8,8,18,1988,51,56,0,0,0,0,0,0,0,0,0,0,0,0
AL0288,BERYL,8,8,0,1988,30.4,90.3,0,0,0,0,0,0,0,0,0,0,0,0
AL0288,BERYL,8,8,6,1988,29.7,89.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0288,BERYL,8,8,12,1988,29.7,89.4,50,50,100,0,0,0,0,0,0,0,0,0
AL0288,BERYL,8,8,18,1988,29.4,89.2,50,50,50,25,0,0,0,0,0,0,0,0
AL0288,BERYL,8,9,0,1988,29.3,89.1,50,100,100,25,0,0,0,0,0,0,0,0
AL0288,BERYL,8,9,6,1988,29.6,89.5,50,75,75,50,0,0,0,0,0,0,0,0
AL0288,BERYL,8,9,12,1988,30.1,90.4,0,150,150,0,0,0,0,0,0,0,0,0
AL0288,BERYL,8,9,18,1988,30.1,90.9,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0288,BERYL,8,10,0,1988,30.3,91.6,0,0,0,0,0,0,0,0,0,0,0,0
AL0288,BERYL,8,10,6,1988,30.7,92.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0288,BERYL,8,10,12,1988,31.2,92.6,0,0,0,0,0,0,0,0,0,0,0,0
AL0288,BERYL,8,10,18,1988,31.7,93.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,21,12,1988,14.9,43.3,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,21,18,1988,14.6,45.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,22,0,1988,14.6,47.8,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,22,6,1988,14.7,49.9,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,22,12,1988,14.8,51.9,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,22,18,1988,15.1,54,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,23,0,1988,15.3,55.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,23,6,1988,15.6,57.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,23,12,1988,16,59.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,23,18,1988,16.3,61,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,24,0,1988,16.7,62.4,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,24,6,1988,16.9,63.8,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,24,12,1988,17.2,65.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,24,18,1988,17.5,66.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,25,0,1988,17.8,67.8,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,25,6,1988,18.2,68.8,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,25,12,1988,18.5,69.8,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,25,18,1988,19.1,70.9,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,26,0,1988,19.8,72.1,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,26,6,1988,20.5,73.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,26,12,1988,21.5,74.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,26,18,1988,22.5,75.4,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,27,0,1988,23.3,76.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,27,6,1988,24.1,77.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,27,12,1988,24.9,78.1,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,27,18,1988,25.8,79,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,28,0,1988,26.8,79.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,28,6,1988,28.2,80,100,100,20,20,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,28,12,1988,30.8,80.8,100,100,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,28,18,1988,32.8,81.1,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,29,0,1988,34.1,81.1,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,29,6,1988,35.8,80.6,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,29,12,1988,37.5,79.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,29,18,1988,39.2,77.6,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,30,0,1988,41.2,73.6,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,30,6,1988,43.5,69.9,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,30,12,1988,45,65,0,0,0,0,0,0,0,0,0,0,0,0
AL0388,CHRIS,8,30,18,1988,46.5,60,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,8,31,18,1988,20.1,91,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,1,0,1988,20.2,91.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,1,6,1988,20.3,92.4,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,1,12,1988,20.4,93.1,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,1,18,1988,20.5,93.8,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,2,0,1988,20.6,94.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,2,6,1988,20.7,95.2,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,2,12,1988,20.8,95.9,50,50,50,50,NA,NA,NA,NA,0,0,0,0
AL0488,DEBBY,9,2,18,1988,20.8,96.6,75,75,75,75,25,25,25,25,10,10,10,10
AL0488,DEBBY,9,3,0,1988,20.7,97.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL0488,DEBBY,9,3,6,1988,20.5,98.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
AL0488,DEBBY,9,3,12,1988,20.3,98.9,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,3,18,1988,20,99.8,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,4,0,1988,19.8,100.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,4,6,1988,19.6,101.6,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,4,12,1988,19.5,102.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,4,18,1988,19.4,103.4,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,5,0,1988,19.5,104.3,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,5,6,1988,19.6,105.1,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,5,12,1988,19.9,105.9,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,5,18,1988,20.5,106.4,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,6,0,1988,21,106.8,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,6,6,1988,21.5,107.1,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,6,12,1988,22,107.4,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,6,18,1988,22.5,107.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,7,0,1988,23,108,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,7,6,1988,23.5,108.3,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,7,12,1988,23.9,108.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,7,18,1988,24.2,108.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,8,0,1988,24.4,108.9,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,8,6,1988,24.3,109.1,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,8,12,1988,24.2,109.3,0,0,0,0,0,0,0,0,0,0,0,0
AL0488,DEBBY,9,8,18,1988,24,109,0,0,0,0,0,0,0,0,0,0,0,0
AL0588,ERNESTO,9,3,0,1988,32.5,60.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0588,ERNESTO,9,3,6,1988,33.1,59.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0588,ERNESTO,9,3,12,1988,34.3,56.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0588,ERNESTO,9,3,18,1988,35.2,53.1,30,30,30,30,0,0,0,0,0,0,0,0
AL0588,ERNESTO,9,4,0,1988,35.9,49.5,30,30,30,30,0,0,0,0,0,0,0,0
AL0588,ERNESTO,9,4,6,1988,36.6,44.4,200,200,100,0,0,0,0,0,0,0,0,0
AL0588,ERNESTO,9,4,12,1988,38,39.5,200,200,100,100,NA,NA,NA,NA,0,0,0,0
AL0588,ERNESTO,9,4,18,1988,40.2,35,200,200,100,100,NA,NA,NA,NA,0,0,0,0
AL0588,ERNESTO,9,5,0,1988,43.1,29.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
AL0688,NOT NAMED,9,7,0,1988,12.5,17.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0688,NOT NAMED,9,7,6,1988,13.1,18,0,0,0,0,0,0,0,0,0,0,0,0
AL0688,NOT NAMED,9,7,12,1988,13.8,18.5,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0688,NOT NAMED,9,7,18,1988,14.8,19,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0688,NOT NAMED,9,8,0,1988,15.3,19.1,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0688,NOT NAMED,9,8,6,1988,16.4,19.8,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0688,NOT NAMED,9,8,12,1988,17.5,20.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
AL0688,NOT NAMED,9,8,18,1988,18.8,21,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
AL0688,NOT NAMED,9,9,0,1988,19.9,21.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
AL0688,NOT NAMED,9,9,6,1988,21.4,22,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
AL0688,NOT NAMED,9,9,12,1988,22.9,22.5,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0688,NOT NAMED,9,9,18,1988,24,22.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0688,NOT NAMED,9,10,0,1988,25,23,0,0,0,0,0,0,0,0,0,0,0,0
AL0788,FLORENCE,9,7,6,1988,22.8,92,0,0,0,0,0,0,0,0,0,0,0,0
AL0788,FLORENCE,9,7,12,1988,22.8,91.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0788,FLORENCE,9,7,18,1988,22.7,90.2,35,35,35,35,0,0,0,0,0,0,0,0
AL0788,FLORENCE,9,8,0,1988,22.6,89.6,50,50,50,25,0,0,0,0,0,0,0,0
AL0788,FLORENCE,9,8,6,1988,22.7,89.8,75,75,0,0,0,0,0,0,0,0,0,0
AL0788,FLORENCE,9,8,12,1988,23.1,89.7,50,50,50,50,0,0,0,0,0,0,0,0
AL0788,FLORENCE,9,8,18,1988,23.4,89.5,50,50,50,50,0,0,0,0,0,0,0,0
AL0788,FLORENCE,9,9,0,1988,24.2,89.2,50,50,50,50,25,25,25,25,0,0,0,0
AL0788,FLORENCE,9,9,6,1988,25,89.2,75,75,75,75,25,25,25,25,0,0,0,0
AL0788,FLORENCE,9,9,12,1988,26.1,89.2,125,125,75,100,75,75,25,25,0,0,0,0
AL0788,FLORENCE,9,9,18,1988,27.4,89.2,125,125,75,100,75,75,25,50,25,0,0,25
AL0788,FLORENCE,9,10,0,1988,28.7,89.3,150,150,100,100,100,100,50,50,25,25,25,25
AL0788,FLORENCE,9,10,6,1988,29.7,89.7,0,75,75,0,0,25,25,0,0,0,0,0
AL0788,FLORENCE,9,10,12,1988,30.7,90.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0788,FLORENCE,9,10,18,1988,31.8,91.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0788,FLORENCE,9,11,0,1988,32.4,92.3,0,0,0,0,0,0,0,0,0,0,0,0
AL0788,FLORENCE,9,11,6,1988,32.7,93.3,0,0,0,0,0,0,0,0,0,0,0,0
AL0788,FLORENCE,9,11,12,1988,33,94.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,8,18,1988,12,54,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,9,0,1988,12.7,55.6,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,9,6,1988,13.3,57.1,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,9,12,1988,14,58.6,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,9,18,1988,14.5,60.1,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,10,0,1988,14.8,61.5,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,10,6,1988,15,62.8,50,50,50,50,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,10,12,1988,15.3,64.1,150,100,75,75,100,75,35,35,0,0,0,0
AL0888,GILBERT,9,10,18,1988,15.7,65.4,150,150,75,75,100,100,25,35,0,0,0,0
AL0888,GILBERT,9,11,0,1988,15.9,66.8,200,200,100,100,100,100,35,35,25,25,0,25
AL0888,GILBERT,9,11,6,1988,16.2,68,200,200,100,125,150,150,75,100,125,125,25,75
AL0888,GILBERT,9,11,12,1988,16.1,69.5,200,200,100,125,150,150,75,100,125,125,25,75
AL0888,GILBERT,9,11,18,1988,16.2,70.7,200,200,100,125,150,150,75,100,125,125,25,75
AL0888,GILBERT,9,12,0,1988,16.8,72,200,100,100,250,150,75,75,150,75,25,25,75
AL0888,GILBERT,9,12,6,1988,17.3,73.7,200,200,200,250,150,75,75,150,75,25,25,75
AL0888,GILBERT,9,12,12,1988,17.6,75.3,250,150,150,250,150,75,75,150,75,25,25,75
AL0888,GILBERT,9,12,18,1988,17.9,76.9,250,150,150,250,150,75,75,150,75,25,25,75
AL0888,GILBERT,9,13,0,1988,18.2,78.5,250,100,75,250,150,75,50,150,25,25,25,25
AL0888,GILBERT,9,13,6,1988,18.5,79.7,250,200,200,250,150,100,100,150,50,50,50,75
AL0888,GILBERT,9,13,12,1988,18.8,81.1,250,200,200,250,150,100,100,150,50,50,50,75
AL0888,GILBERT,9,13,18,1988,19.4,82.5,250,200,200,250,150,100,100,150,75,50,50,75
AL0888,GILBERT,9,14,0,1988,19.7,83.8,250,150,150,250,150,100,100,150,75,50,50,75
AL0888,GILBERT,9,14,6,1988,19.9,85.3,250,150,150,250,150,100,100,150,100,50,50,100
AL0888,GILBERT,9,14,12,1988,20.4,86.5,250,200,150,250,150,100,100,150,100,50,50,100
AL0888,GILBERT,9,14,18,1988,20.9,87.8,250,150,200,250,150,100,100,150,100,50,50,100
AL0888,GILBERT,9,15,0,1988,21.3,89.5,250,150,100,250,125,75,75,150,75,25,25,100
AL0888,GILBERT,9,15,6,1988,21.6,90.7,250,150,100,250,125,75,75,150,75,25,25,100
AL0888,GILBERT,9,15,12,1988,21.9,91.7,250,200,200,250,150,100,100,150,125,75,75,125
AL0888,GILBERT,9,15,18,1988,22.1,92.8,250,200,250,250,200,150,150,200,125,100,100,125
AL0888,GILBERT,9,16,0,1988,22.5,93.8,250,200,250,250,200,150,150,200,125,100,100,125
AL0888,GILBERT,9,16,6,1988,22.9,94.8,250,200,250,250,200,150,150,200,125,100,100,125
AL0888,GILBERT,9,16,12,1988,23.7,95.9,250,200,200,250,200,150,150,200,125,100,100,125
AL0888,GILBERT,9,16,18,1988,23.9,97,250,200,200,250,200,150,100,100,150,150,50,50
AL0888,GILBERT,9,17,0,1988,24.4,98.2,250,200,200,250,150,125,75,75,100,100,25,25
AL0888,GILBERT,9,17,6,1988,24.8,99.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
AL0888,GILBERT,9,17,12,1988,25,100.5,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,17,18,1988,25.4,101.9,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,18,0,1988,26,103.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,18,6,1988,27.6,103.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,18,12,1988,29.3,102.6,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,18,18,1988,31.5,101.3,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,19,0,1988,33.2,99.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,19,6,1988,35.8,97.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,19,12,1988,37.7,93.2,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,19,18,1988,40.2,89.9,0,0,0,0,0,0,0,0,0,0,0,0
AL0888,GILBERT,9,20,0,1988,43.4,86.5,0,0,0,0,0,0,0,0,0,0,0,0
AL0988,HELENE,9,19,18,1988,13.4,31.6,0,0,0,0,0,0,0,0,0,0,0,0
AL0988,HELENE,9,20,0,1988,13.3,32.7,0,0,0,0,0,0,0,0,0,0,0,0
AL0988,HELENE,9,20,6,1988,13.2,33.8,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0988,HELENE,9,20,12,1988,13,34.8,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL0988,HELENE,9,20,18,1988,12.4,35.7,75,50,50,75,0,0,0,0,0,0,0,0
AL0988,HELENE,9,21,0,1988,12.2,36.7,75,75,75,75,25,25,25,25,0,0,0,0
AL0988,HELENE,9,21,6,1988,12,37.7,70,70,70,70,40,40,40,40,0,0,0,0
AL0988,HELENE,9,21,12,1988,12.1,38.8,125,125,125,125,50,50,50,50,25,25,25,25
AL0988,HELENE,9,21,18,1988,12.4,39.9,125,125,125,125,50,50,50,50,25,25,25,25
AL0988,HELENE,9,22,0,1988,12.7,40.6,125,125,125,125,50,50,50,50,25,25,25,25
AL0988,HELENE,9,22,6,1988,13,41.5,125,125,125,125,50,50,50,50,25,25,25,25
AL0988,HELENE,9,22,12,1988,13.2,42.3,125,125,125,125,50,50,50,50,25,25,25,25
AL0988,HELENE,9,22,18,1988,13.5,43.1,100,100,100,100,50,50,50,50,25,25,25,25
AL0988,HELENE,9,23,0,1988,13.9,44,150,125,100,150,50,50,50,50,35,35,35,35
AL0988,HELENE,9,23,6,1988,14.1,44.9,150,125,125,150,60,60,60,60,35,35,35,35
AL0988,HELENE,9,23,12,1988,14.7,45.5,150,125,125,150,75,75,75,75,50,50,50,50
AL0988,HELENE,9,23,18,1988,15.3,46.1,150,125,125,150,75,75,75,75,50,50,50,50
AL0988,HELENE,9,24,0,1988,15.9,46.9,150,125,125,150,75,75,75,75,50,50,50,50
AL0988,HELENE,9,24,6,1988,16.6,47.5,120,100,100,120,70,70,70,70,50,50,50,50
AL0988,HELENE,9,24,12,1988,17.4,48,120,100,100,120,70,70,70,70,50,50,50,50
AL0988,HELENE,9,24,18,1988,18.1,48.5,120,100,100,120,70,70,70,70,50,50,50,50
AL0988,HELENE,9,25,0,1988,18.7,48.9,120,100,100,120,70,70,70,70,50,50,50,50
AL0988,HELENE,9,25,6,1988,19.4,49,120,100,100,120,70,70,70,70,50,50,50,50
AL0988,HELENE,9,25,12,1988,20,49.1,100,100,100,100,50,50,50,50,25,25,25,25
AL0988,HELENE,9,25,18,1988,20.9,49.3,100,100,100,100,50,50,50,50,25,25,25,25
AL0988,HELENE,9,26,0,1988,22.2,49.5,100,100,100,100,50,50,50,50,25,25,25,25
AL0988,HELENE,9,26,6,1988,23.4,49.7,100,100,100,100,60,60,60,60,25,25,25,25
AL0988,HELENE,9,26,12,1988,24.5,49.9,100,100,100,100,50,50,50,50,25,25,25,25
AL0988,HELENE,9,26,18,1988,25.8,50.3,100,100,100,100,50,50,50,50,25,25,25,25
AL0988,HELENE,9,27,0,1988,27.1,51.1,100,100,100,100,50,50,50,50,25,25,25,25
AL0988,HELENE,9,27,6,1988,28.2,51.9,70,70,70,70,40,40,40,40,25,25,25,25
AL0988,HELENE,9,27,12,1988,29.8,52,70,70,70,70,40,40,40,40,25,25,25,25
AL0988,HELENE,9,27,18,1988,30.9,51.9,70,70,70,70,40,40,40,40,25,25,25,25
AL0988,HELENE,9,28,0,1988,31.9,51.5,70,70,70,70,40,40,40,40,25,25,25,25
AL0988,HELENE,9,28,6,1988,32.8,51,70,70,70,70,40,40,40,40,25,25,25,25
AL0988,HELENE,9,28,12,1988,33.5,50.3,70,70,70,70,40,40,40,40,25,25,25,25
AL0988,HELENE,9,28,18,1988,34.7,49.5,70,70,70,70,40,40,40,40,25,25,25,25
AL0988,HELENE,9,29,0,1988,36.1,48.5,100,100,100,100,75,75,75,75,50,50,50,50
AL0988,HELENE,9,29,6,1988,38,46.5,100,100,100,100,75,75,75,75,50,50,50,50
AL0988,HELENE,9,29,12,1988,40.2,44.4,100,100,100,100,75,75,75,75,50,50,50,50
AL0988,HELENE,9,29,18,1988,42.9,42,150,150,150,150,75,75,75,75,50,50,50,50
AL0988,HELENE,9,30,0,1988,46.2,38.8,200,200,200,200,75,75,75,75,50,50,50,50
AL0988,HELENE,9,30,6,1988,50.2,34.5,200,200,200,200,75,75,75,75,50,50,50,50
AL0988,HELENE,9,30,12,1988,55,30,300,300,300,300,100,100,100,100,0,0,0,0
AL1088,ISAAC,9,28,18,1988,9,45.5,0,0,0,0,0,0,0,0,0,0,0,0
AL1088,ISAAC,9,29,0,1988,9.1,47,0,0,0,0,0,0,0,0,0,0,0,0
AL1088,ISAAC,9,29,6,1988,9.3,48.7,0,0,0,0,0,0,0,0,0,0,0,0
AL1088,ISAAC,9,29,12,1988,9.5,50,0,0,0,0,0,0,0,0,0,0,0,0
AL1088,ISAAC,9,29,18,1988,9.6,51.3,0,0,0,0,0,0,0,0,0,0,0,0
AL1088,ISAAC,9,30,0,1988,9.8,52.2,0,0,0,0,0,0,0,0,0,0,0,0
AL1088,ISAAC,9,30,6,1988,10.2,53.1,0,0,0,0,0,0,0,0,0,0,0,0
AL1088,ISAAC,9,30,12,1988,10.8,54.5,0,0,0,0,0,0,0,0,0,0,0,0
AL1088,ISAAC,9,30,18,1988,11.4,56,30,30,30,30,0,0,0,0,0,0,0,0
AL1088,ISAAC,10,1,0,1988,11.8,57.7,50,50,25,25,0,0,0,0,0,0,0,0
AL1088,ISAAC,10,1,6,1988,12,59.5,50,50,50,50,0,0,0,0,0,0,0,0
AL1088,ISAAC,10,1,12,1988,12,61.2,0,0,0,0,0,0,0,0,0,0,0,0
AL1188,JOAN,10,10,18,1988,8.9,42.2,0,0,0,0,0,0,0,0,0,0,0,0
AL1188,JOAN,10,11,0,1988,9.5,43.6,0,0,0,0,0,0,0,0,0,0,0,0
AL1188,JOAN,10,11,6,1988,10.1,45,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL1188,JOAN,10,11,12,1988,10.7,46.4,NA,NA,NA,NA,0,0,0,0,0,0,0,0
AL1188,JOAN,10,11,18,1988,11.2,47.9,50,50,25,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,12,0,1988,11.5,49,50,50,25,50,NA,NA,NA,NA,0,0,0,0
AL1188,JOAN,10,12,6,1988,11.8,50.1,50,50,25,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,12,12,1988,12.1,51.3,50,50,50,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,12,18,1988,12.3,52.5,50,50,50,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,13,0,1988,12.4,53.8,50,50,50,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,13,6,1988,12.5,54.9,50,50,50,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,13,12,1988,12.6,56,75,50,25,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,13,18,1988,12.7,57.1,75,50,25,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,14,0,1988,12.6,58.3,75,50,25,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,14,6,1988,12.4,59.4,40,40,30,30,0,0,0,0,0,0,0,0
AL1188,JOAN,10,14,12,1988,12.2,60,50,25,25,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,14,18,1988,12,60.8,50,25,25,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,15,0,1988,12.1,61.5,50,25,25,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,15,6,1988,12.1,62.8,50,25,25,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,15,12,1988,12,63.8,75,25,25,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,15,18,1988,11.9,64.9,75,25,25,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,16,0,1988,12,66.1,75,25,25,50,0,0,0,0,0,0,0,0
AL1188,JOAN,10,16,6,1988,12,67.2,50,0,0,50,NA,NA,NA,NA,0,0,0,0
AL1188,JOAN,10,16,12,1988,11.9,68.2,50,0,0,50,NA,NA,NA,NA,0,0,0,0
AL1188,JOAN,10,16,18,1988,12,69.2,50,0,0,50,NA,NA,NA,NA,0,0,0,0
AL1188,JOAN,10,17,0,1988,12,70.2,50,25,25,50,NA,NA,NA,NA,0,0,0,0
AL1188,JOAN,10,17,6,1988,12,71.2,50,25,25,50,10,0,0,10,0,0,0,0
AL1188,JOAN,10,17,12,1988,11.9,72.1,50,25,25,50,10,0,0,10,0,0,0,0
AL1188,JOAN,10,17,18,1988,11.8,73,65,25,25,65,10,0,0,10,0,0,0,0
